Município;Estado;Ano de Referência;IDHM
Ipaumirim ;CE;2015;0,68
Ipaussu ;SP;2015;0,77
Ipecaetá ;BA;2015;0,64
Iperó ;SP;2015;0,77
Ipê ;RS;2015;0,78
Ipeúna ;SP;2015;0,79
Ipiaçu ;MG;2015;0,73
Ipiaú ;BA;2015;0,75
Ipiguá ;SP;2015;0,77
Ipirá ;BA;2015;0,62
Ipiranga de Goiás ;GO;2015;0,76
Ipiranga do Norte ;MT;2015;0,78
Ipiranga do Piauí ;PI;2015;0,70
Ipiranga do Sul ;RS;2015;0,84
Ipiranga ;PR;2015;0,71
Ipira ;SC;2015;0,78
Ipixuna ;AM;2015;0,56
Ipixuna do Pará ;PA;2015;0,57
Ipojuca ;PE;2015;0,69
Iporã do Oeste ;SC;2015;0,83
Iporá ;GO;2015;0,80
Iporanga ;SP;2015;0,76
Iporã ;PR;2015;0,75
Ipuaçu ;SC;2015;0,73
Ipuã ;SP;2015;0,80
Ipubi ;PE;2015;0,61
Ipu ;CE;2015;0,68
Ipueira ;RN;2015;0,76
Ipueiras ;CE;2015;0,65
Ipueiras ;TO;2015;0,73
Ipuiúna ;MG;2015;0,72
Ipumirim ;SC;2015;0,79
Ipupiara ;BA;2015;0,65
Iracema ;CE;2015;0,72
Iracema do Oeste ;PR;2015;0,76
Iracemápolis ;SP;2015;0,82
Iracema ;RR;2015;0,61
Iraceminha ;SC;2015;0,77
Iraí de Minas ;MG;2015;0,73
Iraí ;RS;2015;0,73
Irajuba ;BA;2015;0,67
Iramaia ;BA;2015;0,65
Iranduba ;AM;2015;0,69
Irani ;SC;2015;0,80
Irapuã ;SP;2015;0,76
Irapuru ;SP;2015;0,74
Iraquara ;BA;2015;0,68
Irará ;BA;2015;0,69
Irati ;PR;2015;0,78
Irati ;SC;2015;0,78
Irauçuba ;CE;2015;0,69
Irecê ;BA;2015;0,76
Iretama ;PR;2015;0,72
Irineópolis ;SC;2015;0,77
Irituia ;PA;2015;0,62
Irupi ;ES;2015;0,71
Isaías Coelho ;PI;2015;0,68
Israelândia ;GO;2015;0,79
Itaara ;RS;2015;0,83
Itabaiana ;PB;2015;0,68
Itabaiana ;SE;2015;0,72
Itabaianinha ;SE;2015;0,64
Itabela ;BA;2015;0,67
Itaberaba ;BA;2015;0,69
Itaberaí ;GO;2015;0,78
Itaberá ;SP;2015;0,75
Itabira ;MG;2015;0,80
Itabirinha ;MG;2015;0,70
Itabirito ;MG;2015;0,78
Itabi ;SE;2015;0,67
Itaboraí ;RJ;2015;0,76
Itabuna ;BA;2015;0,77
Itacajá ;TO;2015;0,70
Itacambira ;MG;2015;0,71
Itacarambi ;MG;2015;0,70
Itacaré ;BA;2015;0,67
Itacoatiara ;AM;2015;0,71
Itacuruba ;PE;2015;0,63
Itacurubi ;RS;2015;0,71
Itaeté ;BA;2015;0,66
Itagibá ;BA;2015;0,67
Itagi ;BA;2015;0,61
Itagimirim ;BA;2015;0,70
Itaguaçu da Bahia ;BA;2015;0,65
Itaguaçu ;ES;2015;0,74
Itaguaí ;RJ;2015;0,77
Itaguajé ;PR;2015;0,76
Itaguara ;MG;2015;0,75
Itaguari ;GO;2015;0,75
Itaguaru ;GO;2015;0,78
Itaguatins ;TO;2015;0,72
Itaíba ;PE;2015;0,58
Itaiçaba ;CE;2015;0,73
Itainópolis ;PI;2015;0,61
Itaiópolis ;SC;2015;0,77
Itaipava do Grajaú ;MA;2015;0,61
Itaipé ;MG;2015;0,61
Itaipulândia ;PR;2015;0,79
Itaí ;SP;2015;0,77
Itaitinga ;CE;2015;0,69
Itaituba ;PA;2015;0,71
Itajá ;GO;2015;0,75
Itajaí ;SC;2015;0,84
Itajá ;RN;2015;0,70
Itajobi ;SP;2015;0,77
Itajubá ;MG;2015;0,83
Itaju do Colônia ;BA;2015;0,67
Itajuípe ;BA;2015;0,67
Itaju ;SP;2015;0,73
Italva ;RJ;2015;0,75
Itamaraju ;BA;2015;0,70
Itamarandiba ;MG;2015;0,72
Itamarati ;AM;2015;0,54
Itamarati de Minas ;MG;2015;0,74
Itamari ;BA;2015;0,65
Itambacuri ;MG;2015;0,69
Itambaracá ;PR;2015;0,74
Itambé ;BA;2015;0,66
Itambé do Mato Dentro ;MG;2015;0,72
Itambé ;PE;2015;0,65
Itambé ;PR;2015;0,79
Itamogi ;MG;2015;0,71
Itamonte ;MG;2015;0,74
Itanagra ;BA;2015;0,67
Itanhaém ;SP;2015;0,79
Itanhandu ;MG;2015;0,77
Itanhangá ;MT;2015;0,80
Itanhém ;BA;2015;0,70
Itanhomi ;MG;2015;0,70
Itaobim ;MG;2015;0,67
Itaocara ;RJ;2015;0,75
Itaóca ;SP;2015;0,75
Itapaci ;GO;2015;0,80
Itapagé ;CE;2015;0,70
Itapagipe ;MG;2015;0,77
Itaparica ;BA;2015;0,74
Itapé ;BA;2015;0,67
Itapebi ;BA;2015;0,65
Itapecerica da Serra ;SP;2015;0,79
Itapecerica ;MG;2015;0,75
Itapecuru Mirim ;MA;2015;0,68
Itapejara D'Oeste ;PR;2015;0,79
Itapema ;SC;2015;0,84
Itapemirim ;ES;2015;0,71
Itaperuçu ;PR;2015;0,71
Itaperuna ;RJ;2015;0,78
Itapetim ;PE;2015;0,66
Itapetinga ;BA;2015;0,73
Itapetininga ;SP;2015;0,81
Itapeva ;MG;2015;0,80
Itapeva ;SP;2015;0,78
Itapevi ;SP;2015;0,79
Itapicuru ;BA;2015;0,57
Itapipoca ;CE;2015;0,71
Itapiranga ;AM;2015;0,73
Itapiranga ;SC;2015;0,82
Itapirapuã ;GO;2015;0,74
Itapirapuã Paulista ;SP;2015;0,73
Itapira ;SP;2015;0,80
Itapiratins ;TO;2015;0,70
Itapissuma ;PE;2015;0,69
Itapitanga ;BA;2015;0,64
Itapiúna ;CE;2015;0,66
Itapoá ;SC;2015;0,82
Itápolis ;SP;2015;0,78
Itaporã do Tocantins ;TO;2015;0,71
Itaporã ;MS;2015;0,70
Itaporanga D'Ajuda ;SE;2015;0,63
Itaporanga ;PB;2015;0,67
Itaporanga ;SP;2015;0,78
Itapororoca ;PB;2015;0,64
Itapuã do Oeste ;RO;2015;0,68
Itapuca ;RS;2015;0,74
Itapuí ;SP;2015;0,77
Itapuranga ;GO;2015;0,79
Itapura ;SP;2015;0,77
Itaquaquecetuba ;SP;2015;0,77
Itaquara ;BA;2015;0,63
Itaquiraí ;MS;2015;0,68
Itaqui ;RS;2015;0,75
Itaquitinga ;PE;2015;0,66
Itarana ;ES;2015;0,73
Itarantim ;BA;2015;0,69
Itararé ;SP;2015;0,76
Itarema ;CE;2015;0,70
Itariri ;SP;2015;0,71
Itarumã ;GO;2015;0,74
Itá ;SC;2015;0,82
Itatiaia ;RJ;2015;0,78
Itatiaiuçu ;MG;2015;0,74
Itatiba do Sul ;RS;2015;0,75
Itatiba ;SP;2015;0,81
Itatim ;BA;2015;0,64
Itatinga ;SP;2015;0,76
Itatira ;CE;2015;0,65
Itati ;RS;2015;0,72
Itatuba ;PB;2015;0,64
Itaubal ;AP;2015;0,65
Itaúba ;MT;2015;0,77
Itauçu ;GO;2015;0,77
Itaú de Minas ;MG;2015;0,83
Itaueira ;PI;2015;0,65
Itaúna do Sul ;PR;2015;0,70
Itaúna ;MG;2015;0,79
Itaú ;RN;2015;0,66
Itaverava ;MG;2015;0,72
Itinga do Maranhão ;MA;2015;0,70
Itinga ;MG;2015;0,67
Itiquira ;MT;2015;0,76
Itirapina ;SP;2015;0,75
Itirapuã ;SP;2015;0,76
Itiruçu ;BA;2015;0,66
Itiúba ;BA;2015;0,62
Itobi ;SP;2015;0,77
Itororó ;BA;2015;0,66
Ituaçu ;BA;2015;0,64
Ituberá ;BA;2015;0,69
Itueta ;MG;2015;0,67
Ituiutaba ;MG;2015;0,78
Itumbiara ;GO;2015;0,80
Itumirim ;MG;2015;0,77
Itupeva ;SP;2015;0,81
Itupiranga ;PA;2015;0,61
Ituporanga ;SC;2015;0,80
Iturama ;MG;2015;0,78
Itu ;SP;2015;0,81
Itutinga ;MG;2015;0,78
Ituverava ;SP;2015;0,79
Iuiú ;BA;2015;0,67
Iúna ;ES;2015;0,73
Ivaiporã ;PR;2015;0,78
Ivaí ;PR;2015;0,70
Ivaté ;PR;2015;0,77
Ivatuba ;PR;2015;0,80
Ivinhema ;MS;2015;0,78
Ivolândia ;GO;2015;0,77
Ivorá ;RS;2015;0,76
Ivoti ;RS;2015;0,82
Jaboatão dos Guararapes ;PE;2015;0,76
Jaborandi ;BA;2015;0,72
Jaborandi ;SP;2015;0,75
Jaborá ;SC;2015;0,79
Jaboticabal ;SP;2015;0,81
Jaboticaba ;RS;2015;0,73
Jaboticatubas ;MG;2015;0,75
Jaboti ;PR;2015;0,78
Jaçanã ;RN;2015;0,67
Jacaraci ;BA;2015;0,66
Jacaraú ;PB;2015;0,64
Jacareacanga ;PA;2015;0,57
Jacaré dos Homens ;AL;2015;0,67
Jacareí ;SP;2015;0,81
Jacarezinho ;PR;2015;0,79
Jaciara ;MT;2015;0,78
Jacinto Machado ;SC;2015;0,78
Jacinto ;MG;2015;0,69
Jaci ;SP;2015;0,76
Jacobina ;BA;2015;0,72
Jacobina do Piauí ;PI;2015;0,63
Jacuí ;MG;2015;0,72
Jacuípe ;AL;2015;0,63
Jacuizinho ;RS;2015;0,75
Jacundá ;PA;2015;0,69
Jacupiranga ;SP;2015;0,76
Jacutinga ;MG;2015;0,75
Jacutinga ;RS;2015;0,77
Jaguapitã ;PR;2015;0,75
Jaguaquara ;BA;2015;0,64
Jaguaraçu ;MG;2015;0,73
Jaguarão ;RS;2015;0,75
Jaguarari ;BA;2015;0,75
Jaguaré ;ES;2015;0,75
Jaguaretama ;CE;2015;0,69
Jaguariaíva ;PR;2015;0,80
Jaguaribara ;CE;2015;0,69
Jaguaribe ;CE;2015;0,67
Jaguaripe ;BA;2015;0,62
Jaguari ;RS;2015;0,76
Jaguariúna ;SP;2015;0,82
Jaguaruana ;CE;2015;0,68
Jaguaruna ;SC;2015;0,77
Jaíba ;MG;2015;0,72
Jaicós ;PI;2015;0,59
Jales ;SP;2015;0,81
Jambeiro ;SP;2015;0,81
Jampruca ;MG;2015;0,67
Janaúba ;MG;2015;0,75
Jandaia do Sul ;PR;2015;0,79
Jandaia ;GO;2015;0,76
Jandaíra ;BA;2015;0,63
Jandaíra ;RN;2015;0,64
Jandira ;SP;2015;0,80
Janduís ;RN;2015;0,68
Jangada ;MT;2015;0,69
Janiópolis ;PR;2015;0,75
Januária ;MG;2015;0,71
Januário Cicco ;RN;2015;0,64
Japaraíba ;MG;2015;0,76
Japaratinga ;AL;2015;0,64
Japaratuba ;SE;2015;0,69
Japeri ;RJ;2015;0,72
Japira ;PR;2015;0,75
Japi ;RN;2015;0,65
Japoatã ;SE;2015;0,63
Japonvar ;MG;2015;0,69
Japorã ;MS;2015;0,58
Japurá ;AM;2015;0,62
Japurá ;PR;2015;0,75
Jaqueira ;PE;2015;0,66
Jaquirana ;RS;2015;0,68
Jaraguá do Sul ;SC;2015;0,83
Jaraguá ;GO;2015;0,76
Jaraguari ;MS;2015;0,74
Jaramataia ;AL;2015;0,63
Jardim Alegre ;PR;2015;0,75
Jardim ;CE;2015;0,69
Jardim de Angicos ;RN;2015;0,63
Jardim de Piranhas ;RN;2015;0,67
Jardim do Mulato ;PI;2015;0,67
Jardim do Seridó ;RN;2015;0,70
Jardim ;MS;2015;0,77
Jardim Olinda ;PR;2015;0,73
Jardinópolis ;SC;2015;0,76
Jardinópolis ;SP;2015;0,77
Jarinu ;SP;2015;0,79
Jari ;RS;2015;0,68
Jaru ;RO;2015;0,77
Jataí ;GO;2015;0,82
Jataizinho ;PR;2015;0,72
Jataúba ;PE;2015;0,59
Jateí ;MS;2015;0,78
Jati ;CE;2015;0,73
Jatobá do Piauí ;PI;2015;0,66
Jatobá ;MA;2015;0,64
Jatobá ;PE;2015;0,70
Jaú do Tocantins ;TO;2015;0,75
Jaupaci ;GO;2015;0,75
Jauru ;MT;2015;0,75
Jaú ;SP;2015;0,81
Jeceaba ;MG;2015;0,72
Jenipapo de Minas ;MG;2015;0,71
Jenipapo dos Vieiras ;MA;2015;0,56
Jequeri ;MG;2015;0,66
Jequiá da Praia ;AL;2015;0,64
Jequié ;BA;2015;0,74
Jequitaí ;MG;2015;0,70
Jequitibá ;MG;2015;0,78
Jequitinhonha ;MG;2015;0,66
Jeremoabo ;BA;2015;0,62
Jericó ;PB;2015;0,67
Jeriquara ;SP;2015;0,78
Jerônimo Monteiro ;ES;2015;0,74
Jerumenha ;PI;2015;0,66
Jesuânia ;MG;2015;0,69
Jesuítas ;PR;2015;0,74
Jesúpolis ;GO;2015;0,69
Jijoca de Jericoacoara ;CE;2015;0,76
Ji-Paraná ;RO;2015;0,78
Jiquiriçá ;BA;2015;0,61
Jitaúna ;BA;2015;0,65
Joaçaba ;SC;2015;0,87
Joaíma ;MG;2015;0,65
Joanésia ;MG;2015;0,69
Joanópolis ;SP;2015;0,75
João Alfredo ;PE;2015;0,64
João Câmara ;RN;2015;0,66
João Costa ;PI;2015;0,67
João Dias ;RN;2015;0,61
João Dourado ;BA;2015;0,67
João Lisboa ;MA;2015;0,73
João Monlevade ;MG;2015;0,80
João Neiva ;ES;2015;0,80
João Pessoa ;PB;2015;0,82
João Pinheiro ;MG;2015;0,75
João Ramalho ;SP;2015;0,80
Joaquim Felício ;MG;2015;0,69
Joaquim Gomes ;AL;2015;0,61
Joaquim Nabuco ;PE;2015;0,62
Joaquim Pires ;PI;2015;0,59
Joaquim Távora ;PR;2015;0,74
Joca Marques ;PI;2015;0,59
Jóia ;RS;2015;0,73
Joinville ;SC;2015;0,85
Jordânia ;MG;2015;0,70
Jordão ;AC;2015;0,58
José Boiteux ;SC;2015;0,75
José Bonifácio ;SP;2015;0,82
José da Penha ;RN;2015;0,68
José de Freitas ;PI;2015;0,72
José Gonçalves de Minas ;MG;2015;0,71
Joselândia ;MA;2015;0,65
Josenópolis ;MG;2015;0,65
José Raydan ;MG;2015;0,70
Joviânia ;GO;2015;0,74
Juara ;MT;2015;0,73
Juarez Távora ;PB;2015;0,65
Juarina ;TO;2015;0,65
Juatuba ;MG;2015;0,76
Juazeirinho ;PB;2015;0,64
Juazeiro ;BA;2015;0,74
Juazeiro do Norte ;CE;2015;0,76
Juazeiro do Piauí ;PI;2015;0,68
Jucás ;CE;2015;0,67
Jucati ;PE;2015;0,63
Jucuruçu ;BA;2015;0,63
Jucurutu ;RN;2015;0,67
Juína ;MT;2015;0,79
Juiz de Fora ;MG;2015;0,81
Júlio Borges ;PI;2015;0,67
Júlio de Castilhos ;RS;2015;0,76
Júlio Mesquita ;SP;2015;0,76
Jumirim ;SP;2015;0,79
Junco do Maranhão ;MA;2015;0,63
Junco do Seridó ;PB;2015;0,70
Jundiá ;AL;2015;0,64
Jundiaí do Sul ;PR;2015;0,73
Jundiaí ;SP;2015;0,86
Jundiá ;RN;2015;0,68
Junqueiro ;AL;2015;0,64
Junqueirópolis ;SP;2015;0,79
Jupiá ;SC;2015;0,78
Jupi ;PE;2015;0,64
Juquiá ;SP;2015;0,74
Juquitiba ;SP;2015;0,77
Juramento ;MG;2015;0,73
Juranda ;PR;2015;0,76
Jurema ;PE;2015;0,58
Jurema ;PI;2015;0,65
Juripiranga ;PB;2015;0,62
Juruá ;AM;2015;0,59
Juruaia ;MG;2015;0,79
Juruena ;MT;2015;0,72
Juru ;PB;2015;0,66
Juruti ;PA;2015;0,68
Juscimeira ;MT;2015;0,78
Jussara ;BA;2015;0,65
Jussara ;GO;2015;0,81
Jussara ;PR;2015;0,75
Jussari ;BA;2015;0,63
Jussiape ;BA;2015;0,67
Jutaí ;AM;2015;0,61
Juti ;MS;2015;0,69
Juvenília ;MG;2015;0,65
Kaloré ;PR;2015;0,76
Lábrea ;AM;2015;0,60
Lacerdópolis ;SC;2015;0,82
Ladainha ;MG;2015;0,61
Ladário ;MS;2015;0,75
Lafaiete Coutinho ;BA;2015;0,69
Lagamar ;MG;2015;0,77
Lagarto ;SE;2015;0,71
Lages ;SC;2015;0,81
Lagoa Alegre ;PI;2015;0,63
Lagoa Bonita do Sul ;RS;2015;0,73
Lagoa da Canoa ;AL;2015;0,63
Lagoa da Confusão ;TO;2015;0,69
Lagoa D'Anta ;RN;2015;0,69
Lagoa da Prata ;MG;2015;0,78
Lagoa de Dentro ;PB;2015;0,64
Lagoa de Itaenga ;PE;2015;0,69
Lagoa de Pedras ;RN;2015;0,64
Lagoa de São Francisco ;PI;2015;0,63
Lagoa de Velhos ;RN;2015;0,64
Lagoa do Barro do Piauí ;PI;2015;0,59
Lagoa do Carro ;PE;2015;0,66
Lagoa do Mato ;MA;2015;0,68
Lagoa do Ouro ;PE;2015;0,59
Lagoa do Piauí ;PI;2015;0,67
Lagoa dos Gatos ;PE;2015;0,62
Lagoa do Sítio ;PI;2015;0,61
Lagoa dos Patos ;MG;2015;0,70
Lagoa dos Três Cantos ;RS;2015;0,85
Lagoa do Tocantins ;TO;2015;0,70
Lagoa Dourada ;MG;2015;0,74
Lagoa Formosa ;MG;2015;0,75
Lagoa Grande do Maranhão ;MA;2015;0,59
Lagoa Grande ;MG;2015;0,73
Lagoa Grande ;PE;2015;0,67
Lagoa Nova ;RN;2015;0,65
Lagoão ;RS;2015;0,72
Lagoa ;PB;2015;0,64
Lagoa Real ;BA;2015;0,63
Lagoa Salgada ;RN;2015;0,68
Lagoa Santa ;GO;2015;0,82
Lagoa Santa ;MG;2015;0,83
Lagoa Seca ;PB;2015;0,70
Lagoa Vermelha ;RS;2015;0,78
Lago da Pedra ;MA;2015;0,66
Lago do Junco ;MA;2015;0,67
Lago dos Rodrigues ;MA;2015;0,70
Lagoinha do Piauí ;PI;2015;0,66
Lagoinha ;SP;2015;0,74
Lago Verde ;MA;2015;0,65
Laguna Carapã ;MS;2015;0,73
Laguna ;SC;2015;0,80
Lajeado do Bugre ;RS;2015;0,66
Lajeado Grande ;SC;2015;0,82
Lajeado Novo ;MA;2015;0,69
Lajeado ;RS;2015;0,81
Lajeado ;TO;2015;0,75
Laje ;BA;2015;0,66
Lajedão ;BA;2015;0,69
Lajedinho ;BA;2015;0,64
Lajedo do Tabocal ;BA;2015;0,67
Laje do Muriaé ;RJ;2015;0,72
Lajedo ;PE;2015;0,67
Lajes Pintadas ;RN;2015;0,68
Lajes ;RN;2015;0,69
Lajinha ;MG;2015;0,72
Lamarão ;BA;2015;0,58
Lambari D'Oeste ;MT;2015;0,70
Lambari ;MG;2015;0,75
Lamim ;MG;2015;0,73
Landri Sales ;PI;2015;0,64
Lapão ;BA;2015;0,66
Lapa ;PR;2015;0,75
Laranja da Terra ;ES;2015;0,70
Laranjal do Jari ;AP;2015;0,75
Laranjal ;MG;2015;0,76
Laranjal Paulista ;SP;2015;0,76
Laranjal ;PR;2015;0,66
Laranjeiras do Sul ;PR;2015;0,76
Laranjeiras ;SE;2015;0,72
Lassance ;MG;2015;0,69
Lastro ;PB;2015;0,59
Laurentino ;SC;2015;0,79
Lauro de Freitas ;BA;2015;0,82
Lauro Muller ;SC;2015;0,78
Lavandeira ;TO;2015;0,76
Lavínia ;SP;2015;0,76
Lavras da Mangabeira ;CE;2015;0,68
Lavras do Sul ;RS;2015;0,73
Lavras ;MG;2015;0,83
Lavrinhas ;SP;2015;0,78
Leandro Ferreira ;MG;2015;0,77
Lebon Régis ;SC;2015;0,72
Leme do Prado ;MG;2015;0,74
Leme ;SP;2015;0,79
Lençóis ;BA;2015;0,69
Lençóis Paulista ;SP;2015;0,79
Leoberto Leal ;SC;2015;0,75
Leopoldina ;MG;2015;0,77
Leopoldo de Bulhões ;GO;2015;0,72
Leópolis ;PR;2015;0,74
Liberato Salzano ;RS;2015;0,76
Liberdade ;MG;2015;0,72
Licínio de Almeida ;BA;2015;0,68
Lidianópolis ;PR;2015;0,72
Lima Campos ;MA;2015;0,66
Lima Duarte ;MG;2015;0,77
Limeira do Oeste ;MG;2015;0,77
Limeira ;SP;2015;0,81
Limoeiro de Anadia ;AL;2015;0,68
Limoeiro do Ajuru ;PA;2015;0,62
Limoeiro do Norte ;CE;2015;0,74
Limoeiro ;PE;2015;0,72
Lindoeste ;PR;2015;0,71
Lindóia do Sul ;SC;2015;0,78
Lindóia ;SP;2015;0,77
Lindolfo Collor ;RS;2015;0,79
Linha Nova ;RS;2015;0,81
Linhares ;ES;2015;0,77
Lins ;SP;2015;0,81
Livramento de Nossa Senhora ;BA;2015;0,67
Livramento ;PB;2015;0,65
Lizarda ;TO;2015;0,65
Loanda ;PR;2015;0,77
Lobato ;PR;2015;0,77
Logradouro ;PB;2015;0,65
Londrina ;PR;2015;0,81
Lontra ;MG;2015;0,72
Lontras ;SC;2015;0,74
Lorena ;SP;2015;0,80
Loreto ;MA;2015;0,67
Lourdes ;SP;2015;0,80
Louveira ;SP;2015;0,83
Lucas do Rio Verde ;MT;2015;0,82
Lucélia ;SP;2015;0,79
Lucena ;PB;2015;0,67
Lucianópolis ;SP;2015;0,79
Luciara ;MT;2015;0,74
Lucrécia ;RN;2015;0,71
Luís Antônio ;SP;2015;0,76
Luisburgo ;MG;2015;0,69
Luís Correia ;PI;2015;0,63
Luís Domingues ;MA;2015;0,65
Luís Eduardo Magalhães ;BA;2015;0,79
Luís Gomes ;RN;2015;0,69
Luislândia ;MG;2015;0,70
Luiz Alves ;SC;2015;0,78
Luiziana ;PR;2015;0,73
Luiziânia ;SP;2015;0,75
Luminárias ;MG;2015;0,72
Lunardelli ;PR;2015;0,75
Lupércio ;SP;2015;0,78
Lupionópolis ;PR;2015;0,75
Lutécia ;SP;2015;0,75
Luzerna ;SC;2015;0,83
Luziânia ;GO;2015;0,77
Luzilândia ;PI;2015;0,62
Luzinópolis ;TO;2015;0,72
Luz ;MG;2015;0,75
Macaé ;RJ;2015;0,81
Macaíba ;RN;2015;0,70
Macajuba ;BA;2015;0,59
Maçambará ;RS;2015;0,74
Macambira ;SE;2015;0,65
Macapá ;AP;2015;0,78
Macaparana ;PE;2015;0,68
Macarani ;BA;2015;0,68
Macatuba ;SP;2015;0,83
Macaubal ;SP;2015;0,78
Macaúbas ;BA;2015;0,69
Macau ;RN;2015;0,71
Macedônia ;SP;2015;0,80
Maceió ;AL;2015;0,78
Machacalis ;MG;2015;0,72
Machadinho D'Oeste ;RO;2015;0,66
Machadinho ;RS;2015;0,75
Machado ;MG;2015;0,75
Machados ;PE;2015;0,65
Macieira ;SC;2015;0,72
Macuco ;RJ;2015;0,74
Macururé ;BA;2015;0,70
Madalena ;CE;2015;0,69
Madeiro ;PI;2015;0,65
Madre de Deus ;BA;2015;0,77
Madre de Deus de Minas ;MG;2015;0,75
Mãe D'Água ;PB;2015;0,63
Mãe do Rio ;PA;2015;0,66
Maetinga ;BA;2015;0,64
Mafra ;SC;2015;0,83
Magalhães Barata ;PA;2015;0,67
Magalhães de Almeida ;MA;2015;0,65
Magda ;SP;2015;0,79
Magé ;RJ;2015;0,77
Maiquinique ;BA;2015;0,65
Mairi ;BA;2015;0,66
Mairinque ;SP;2015;0,78
Mairiporã ;SP;2015;0,84
Mairipotaba ;GO;2015;0,80
Major Gercino ;SC;2015;0,75
Major Isidoro ;AL;2015;0,66
Major Sales ;RN;2015;0,69
Major Vieira ;SC;2015;0,74
Malacacheta ;MG;2015;0,68
Malhada ;BA;2015;0,64
Malhada de Pedras ;BA;2015;0,67
Malhada dos Bois ;SE;2015;0,66
Malhador ;SE;2015;0,65
Mallet ;PR;2015;0,77
Malta ;PB;2015;0,72
Mamanguape ;PB;2015;0,66
Mambaí ;GO;2015;0,71
Mamborê ;PR;2015;0,77
Mamonas ;MG;2015;0,70
Mampituba ;RS;2015;0,71
Manacapuru ;AM;2015;0,69
Manaíra ;PB;2015;0,62
Manaquiri ;AM;2015;0,67
Manari ;PE;2015;0,57
Manaus ;AM;2015;0,80
Mâncio Lima ;AC;2015;0,70
Mandaguaçu ;PR;2015;0,76
Mandaguari ;PR;2015;0,79
Mandirituba ;PR;2015;0,69
Manduri ;SP;2015;0,79
Manfrinópolis ;PR;2015;0,71
Manga ;MG;2015;0,71
Mangaratiba ;RJ;2015;0,80
Mangueirinha ;PR;2015;0,74
Manhuaçu ;MG;2015;0,72
Manhumirim ;MG;2015;0,75
Manicoré ;AM;2015;0,67
Manoel Emídio ;PI;2015;0,63
Manoel Ribas ;PR;2015;0,78
Manoel Urbano ;AC;2015;0,62
Manoel Viana ;RS;2015;0,71
Manoel Vitorino ;BA;2015;0,66
Mansidão ;BA;2015;0,69
Mantena ;MG;2015;0,72
Mantenópolis ;ES;2015;0,72
Maquiné ;RS;2015;0,73
Maraã ;AM;2015;0,59
Marabá ;PA;2015;0,73
Marabá Paulista ;SP;2015;0,72
Maracaçumé ;MA;2015;0,67
Maracaí ;SP;2015;0,81
Maracajá ;SC;2015;0,83
Maracaju ;MS;2015;0,80
Maracanã ;PA;2015;0,64
Maracanaú ;CE;2015;0,74
Maracás ;BA;2015;0,70
Maragogi ;AL;2015;0,64
Maragogipe ;BA;2015;0,70
Maraial ;PE;2015;0,62
Marajá do Sena ;MA;2015;0,52
Maranguape ;CE;2015;0,72
Maranhãozinho ;MA;2015;0,66
Marapanim ;PA;2015;0,68
Marapoama ;SP;2015;0,82
Mara Rosa ;GO;2015;0,76
Marataízes ;ES;2015;0,74
Maratá ;RS;2015;0,75
Maraú ;BA;2015;0,70
Marau ;RS;2015;0,82
Maravilha ;AL;2015;0,67
Maravilha ;SC;2015;0,82
Maravilhas ;MG;2015;0,72
Marcação ;PB;2015;0,61
Marcelândia ;MT;2015;0,76
Marcelino Ramos ;RS;2015;0,77
Marcelino Vieira ;RN;2015;0,69
Marcionílio Souza ;BA;2015;0,63
Marco ;CE;2015;0,69
Marcolândia ;PI;2015;0,64
Marcos Parente ;PI;2015;0,65
Mar de Espanha ;MG;2015;0,71
Marechal Cândido Rondon ;PR;2015;0,81
Marechal Deodoro ;AL;2015;0,72
Marechal Floriano ;ES;2015;0,77
Marechal Thaumaturgo ;AC;2015;0,59
Marema ;SC;2015;0,79
Maria da Fé ;MG;2015;0,76
Maria Helena ;PR;2015;0,76
Marialva ;PR;2015;0,78
Mariana ;MG;2015;0,80
Mariana Pimentel ;RS;2015;0,75
Mariano Moro ;RS;2015;0,76
Marianópolis do Tocantins ;TO;2015;0,69
Mariápolis ;SP;2015;0,76
Maribondo ;AL;2015;0,66
Maricá ;RJ;2015;0,82
Marilac ;MG;2015;0,68
Marilândia do Sul ;PR;2015;0,74
Marilândia ;ES;2015;0,74
Marilena ;PR;2015;0,73
Marília ;SP;2015;0,83
Mariluz ;PR;2015;0,69
Maringá ;PR;2015;0,84
Marinópolis ;SP;2015;0,79
Mário Campos ;MG;2015;0,77
Mariópolis ;PR;2015;0,72
Maripá de Minas ;MG;2015;0,73
Maripá ;PR;2015;0,78
Mari ;PB;2015;0,62
Marituba ;PA;2015;0,75
Marizópolis ;PB;2015;0,70
Marliéria ;MG;2015;0,70
Marmeleiro ;PR;2015;0,78
Marmelópolis ;MG;2015;0,71
Marques de Souza ;RS;2015;0,71
Marquinho ;PR;2015;0,70
Martinho Campos ;MG;2015;0,71
Martinópole ;CE;2015;0,69
Martinópolis ;SP;2015;0,76
Martins ;RN;2015;0,67
Martins Soares ;MG;2015;0,68
Maruim ;SE;2015;0,69
Marumbi ;PR;2015;0,77
Mar Vermelho ;AL;2015;0,65
Marzagão ;GO;2015;0,74
Mascote ;BA;2015;0,68
Massapê ;CE;2015;0,70
Massapê do Piauí ;PI;2015;0,62
Massaranduba ;PB;2015;0,64
Massaranduba ;SC;2015;0,81
Mata de São João ;BA;2015;0,74
Mata Grande ;AL;2015;0,57
Matão ;SP;2015;0,81
